                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.1327,                 1.3872,                 1.4555,                0.72423,                0.72633,                0.76548,                 0.5269,                0.93145,                 1.0857,                 1.3703,              0.0087625,              0.0087625,              0.0087625
                     18,                 1.1223,                 1.3391,                 1.4424,                0.72927,                0.72683,                0.79078,                0.54702,                0.88557,                 1.1593,                 1.3388,                0.00868,                0.00868,                0.00868
                     19,                 1.1013,                 1.3137,                 1.4316,                  0.782,                0.71022,                0.79688,                0.55662,                0.88646,                 1.2274,                  1.321,              0.0085975,              0.0085975,              0.0085975
                     20,                  1.093,                 1.2904,                 1.4313,                0.74344,                0.79721,                0.81178,                 0.5689,                0.89434,                0.98496,                 1.3172,               0.008515,               0.008515,               0.008515
                     21,                 1.0942,                 1.2626,                 1.4236,                0.74233,                0.80127,                0.81879,                0.56878,                0.88299,                 1.0596,                 1.3163,              0.0084325,              0.0084325,              0.0084325
                     22,                 1.0713,                 1.2363,                 1.4059,                0.73951,                0.80623,                0.81669,                0.57992,                0.86465,                0.98953,                 1.2974,                0.00835,                0.00835,                0.00835
                     23,                 1.0726,                 1.2168,                 1.4025,                0.76796,                0.78032,                0.83286,                0.59116,                0.86295,                0.88724,                 1.2912,              0.0082675,              0.0082675,              0.0082675
                     24,                 1.0511,                 1.1706,                 1.3868,                0.78432,                0.77842,                0.83027,                0.58653,                0.87207,                 0.9305,                 1.3083,               0.008185,               0.008185,               0.008185
                     25,                 1.0458,                 1.1595,                 1.3892,                 0.7971,                 0.7684,                0.82693,                 0.5853,                0.88358,                  1.126,                 1.3277,              0.0081025,              0.0081025,              0.0081025
                     26,                 1.0394,                 1.1308,                 1.3787,                0.79547,                0.79832,                0.84781,                0.60117,                0.87447,                0.99173,                 1.3249,                0.00802,                0.00802,                0.00802
                     27,                 1.0318,                  1.116,                 1.3665,                 0.7843,                0.77084,                0.82477,                0.59355,                0.83091,                 1.0107,                 1.2699,              0.0079375,              0.0079375,              0.0079375
                     28,                 1.0186,                 1.0867,                 1.3651,                0.79253,                0.76852,                0.82642,                0.59202,                0.83533,                0.90049,                 1.2721,               0.007855,               0.007855,               0.007855
                     29,                 1.0204,                  1.087,                 1.3703,                0.79402,                0.78851,                0.82472,                0.59628,                0.83518,                0.81397,                 1.2623,              0.0077725,              0.0077725,              0.0077725
                     30,                 1.0121,                 1.0513,                 1.3595,                 0.8377,                0.79775,                0.85285,                0.62253,                 0.8233,                0.95157,                 1.2614,                0.00769,                0.00769,                0.00769
                     31,                0.99977,                 1.0464,                 1.3482,                0.79827,                0.80402,                0.84399,                0.61107,                0.83674,                0.83951,                 1.2633,              0.0076075,              0.0076075,              0.0076075
                     32,                 0.9877,                 1.0231,                 1.3329,                0.84782,                0.80637,                0.87345,                0.64502,                0.81069,                0.82166,                 1.2505,               0.007525,               0.007525,               0.007525
                     33,                0.98493,                 1.0196,                 1.3326,                0.83851,                0.82201,                0.87316,                0.64336,                0.80218,                0.80385,                 1.2368,              0.0074425,              0.0074425,              0.0074425
                     34,                0.98298,                 1.0178,                 1.3409,                0.86367,                0.79239,                0.87514,                0.65176,                0.81174,                0.78038,                 1.2551,                0.00736,                0.00736,                0.00736
                     35,                 0.9817,                0.98939,                 1.3376,                0.84683,                0.83119,                0.87347,                0.64408,                0.80078,                0.83277,                 1.2246,              0.0072775,              0.0072775,              0.0072775
                     36,                0.96299,                0.97367,                 1.3212,                 0.8085,                0.85912,                0.87575,                0.65108,                0.79184,                0.75958,                  1.218,               0.007195,               0.007195,               0.007195
                     37,                0.97288,                0.98147,                 1.3256,                0.84483,                 0.8376,                0.87615,                 0.6415,                0.80582,                0.81801,                 1.2427,              0.0071125,              0.0071125,              0.0071125
                     38,                0.97283,                0.96196,                 1.3216,                0.83704,                0.84717,                0.88647,                0.66781,                0.77407,                0.67104,                 1.2117,                0.00703,                0.00703,                0.00703
                     39,                0.95152,                 0.9397,                 1.3122,                 0.8353,                 0.8568,                0.87828,                0.64854,                0.80689,                0.72512,                 1.2369,              0.0069475,              0.0069475,              0.0069475
                     40,                0.94558,                0.92528,                 1.3015,                0.83456,                0.86807,                  0.882,                0.65502,                0.79778,                0.72189,                 1.2308,               0.006865,               0.006865,               0.006865
                     41,                0.94186,                0.92441,                 1.3047,                0.83156,                0.85829,                0.87365,                 0.6508,                0.78866,                0.73667,                 1.2183,              0.0067825,              0.0067825,              0.0067825
                     42,                0.93672,                  0.919,                  1.297,                0.84296,                0.85954,                0.89536,                0.67253,                0.78636,                0.77768,                 1.2166,                 0.0067,                 0.0067,                 0.0067
                     43,                0.93989,                0.91304,                 1.2968,                0.86211,                0.86362,                0.89941,                0.67741,                0.77288,                0.76142,                 1.2024,              0.0066175,              0.0066175,              0.0066175
                     44,                0.92097,                0.89378,                 1.2894,                0.85857,                0.86689,                0.90656,                0.68725,                0.75941,                0.61992,                 1.2041,               0.006535,               0.006535,               0.006535
                     45,                0.92234,                0.89571,                 1.2866,                0.84703,                0.84627,                0.88374,                0.66326,                0.76074,                0.64694,                 1.1945,              0.0064525,              0.0064525,              0.0064525
                     46,                0.91427,                 0.8853,                 1.2885,                0.84876,                0.88072,                0.90938,                0.68484,                0.76255,                0.65613,                 1.1983,                0.00637,                0.00637,                0.00637
                     47,                0.91547,                0.87055,                 1.2857,                0.86371,                0.86471,                0.90364,                0.68113,                0.76445,                0.62988,                 1.1987,              0.0062875,              0.0062875,              0.0062875
                     48,                0.91591,                0.87184,                 1.2889,                0.86597,                 0.8439,                0.89083,                0.67236,                0.77273,                0.63801,                 1.2067,               0.006205,               0.006205,               0.006205
                     49,                0.90402,                0.86813,                 1.2754,                 0.8644,                0.86253,                0.89933,                0.68072,                0.75455,                0.63334,                 1.1863,              0.0061225,              0.0061225,              0.0061225
                     50,                0.90155,                 0.8575,                 1.2756,                0.86757,                0.85598,                0.88829,                0.66701,                0.77314,                0.63312,                 1.2076,                0.00604,                0.00604,                0.00604
                     51,                0.89833,                 0.8317,                 1.2731,                0.87465,                0.85582,                0.90085,                0.68428,                0.74749,                0.63959,                 1.1865,              0.0059575,              0.0059575,              0.0059575
                     52,                0.88809,                0.83053,                 1.2671,                0.87141,                0.85105,                0.89834,                0.68019,                0.75914,                0.61978,                 1.1976,               0.005875,               0.005875,               0.005875
                     53,                0.88611,                0.82092,                  1.263,                0.87742,                0.84916,                0.90254,                0.68774,                0.75227,                0.62856,                 1.1876,              0.0057925,              0.0057925,              0.0057925
                     54,                0.87878,                0.81156,                 1.2549,                0.85512,                0.86973,                0.90639,                0.68858,                0.75477,                0.62421,                 1.1922,                0.00571,                0.00571,                0.00571
                     55,                0.87702,                0.80114,                 1.2556,                0.88412,                0.85993,                0.90481,                0.68479,                0.75348,                 0.6245,                 1.1822,              0.0056275,              0.0056275,              0.0056275
                     56,                0.86497,                0.78928,                 1.2487,                0.86067,                0.86339,                0.89674,                0.67871,                0.74706,                0.62614,                 1.1868,               0.005545,               0.005545,               0.005545
                     57,                0.87022,                0.79848,                  1.254,                0.86964,                0.88952,                0.91445,                0.69637,                0.75012,                 0.5855,                 1.1858,              0.0054625,              0.0054625,              0.0054625
                     58,                0.85975,                0.78096,                 1.2452,                0.88622,                0.87049,                0.90819,                0.69552,                0.73472,                0.55343,                 1.1841,                0.00538,                0.00538,                0.00538
                     59,                0.85877,                0.77726,                  1.239,                0.86171,                0.87409,                0.90796,                0.69932,                0.73568,                0.55766,                 1.1773,              0.0052975,              0.0052975,              0.0052975
                     60,                0.85119,                0.77636,                 1.2419,                0.89786,                0.86971,                0.91529,                0.70114,                0.73052,                0.55361,                 1.1721,               0.005215,               0.005215,               0.005215
                     61,                0.84831,                 0.7605,                 1.2355,                0.88454,                0.88158,                0.91734,                0.70814,                0.73255,                0.57905,                 1.1727,              0.0051325,              0.0051325,              0.0051325
                     62,                0.84429,                0.75432,                 1.2309,                0.88864,                0.87292,                0.91131,                0.70249,                0.73149,                0.57363,                   1.17,                0.00505,                0.00505,                0.00505
                     63,                0.83934,                0.74955,                 1.2265,                0.84913,                0.90047,                0.91125,                0.70205,                0.73347,                0.58306,                 1.1704,              0.0049675,              0.0049675,              0.0049675
                     64,                0.82576,                0.73691,                 1.2247,                0.88653,                0.86464,                0.91356,                0.70422,                 0.7361,                0.56279,                 1.1715,               0.004885,               0.004885,               0.004885
                     65,                0.83368,                0.73385,                 1.2261,                0.87852,                0.87398,                0.90695,                 0.6962,                0.72875,                0.55033,                 1.1651,              0.0048025,              0.0048025,              0.0048025
                     66,                0.82926,                0.73391,                 1.2249,                0.88912,                0.87681,                0.91077,                0.69895,                0.71592,                0.53131,                 1.1633,                0.00472,                0.00472,                0.00472
                     67,                0.82531,                0.72163,                 1.2184,                 0.8642,                0.88743,                0.91352,                0.69965,                0.73249,                0.54461,                 1.1758,              0.0046375,              0.0046375,              0.0046375
                     68,                0.81914,                0.71434,                 1.2183,                0.89398,                0.88347,                0.91761,                 0.7088,                0.71264,                0.61492,                 1.1561,               0.004555,               0.004555,               0.004555
                     69,                0.81662,                0.71363,                 1.2162,                0.88326,                0.88527,                0.91876,                0.70571,                  0.718,                0.53982,                 1.1598,              0.0044725,              0.0044725,              0.0044725
                     70,                0.81166,                0.70337,                 1.2059,                0.89906,                0.87119,                0.91867,                0.70627,                0.72297,                0.57892,                 1.1634,                0.00439,                0.00439,                0.00439
                     71,                0.81074,                0.69907,                  1.207,                0.89213,                0.87936,                0.92091,                0.71018,                0.71648,                0.60849,                  1.164,              0.0043075,              0.0043075,              0.0043075
                     72,                0.80481,                0.69507,                 1.2056,                0.91411,                0.85983,                0.91345,                0.70504,                0.71829,                0.55024,                  1.162,               0.004225,               0.004225,               0.004225
                     73,                0.80197,                0.69459,                 1.2062,                0.89989,                0.86354,                0.91393,                0.70568,                 0.7163,                0.52801,                 1.1614,              0.0041425,              0.0041425,              0.0041425
                     74,                0.79435,                0.68453,                 1.1984,                0.88954,                0.85034,                0.90871,                 0.7052,                0.70969,                0.56055,                 1.1522,                0.00406,                0.00406,                0.00406
                     75,                0.79659,                0.68118,                  1.195,                0.86019,                0.89337,                0.91165,                0.70778,                0.71312,                0.52972,                 1.1561,              0.0039775,              0.0039775,              0.0039775
                     76,                0.79801,                0.68444,                 1.2019,                0.87475,                0.88406,                0.91173,                0.70845,                0.71557,                0.53037,                 1.1595,               0.003895,               0.003895,               0.003895
                     77,                0.79199,                0.67634,                 1.1976,                0.87911,                0.87855,                0.91135,                0.71154,                0.70925,                0.52197,                 1.1544,              0.0038125,              0.0038125,              0.0038125
                     78,                0.77669,                0.65901,                 1.1874,                0.90597,                 0.8551,                0.91457,                0.71333,                0.70379,                0.50688,                 1.1506,                0.00373,                0.00373,                0.00373
                     79,                0.77303,                0.65263,                 1.1863,                0.89209,                0.86385,                0.91889,                0.71395,                0.70995,                0.50445,                  1.152,              0.0036475,              0.0036475,              0.0036475
                     80,                0.78037,                0.66324,                 1.1878,                0.88298,                0.88694,                0.91735,                0.71761,                0.70919,                0.51545,                 1.1472,               0.003565,               0.003565,               0.003565
                     81,                0.76834,                0.65197,                 1.1857,                0.86217,                0.89897,                0.91543,                0.71504,                0.70682,                0.52131,                  1.153,              0.0034825,              0.0034825,              0.0034825
                     82,                 0.7746,                0.64372,                 1.1847,                0.88225,                0.89163,                0.91533,                0.71745,                0.70348,                0.51938,                 1.1477,                 0.0034,                 0.0034,                 0.0034
                     83,                0.77298,                0.64323,                 1.1848,                0.87777,                0.87903,                0.91394,                0.71915,                0.69846,                0.51702,                 1.1446,              0.0033175,              0.0033175,              0.0033175
                     84,                0.76088,                0.64535,                 1.1759,                 0.8956,                 0.8793,                 0.9149,                 0.7195,                0.70279,                0.51566,                 1.1509,               0.003235,               0.003235,               0.003235
                     85,                0.76095,                0.62552,                 1.1752,                0.88488,                0.87882,                0.91604,                0.71675,                0.70772,                0.51876,                 1.1568,              0.0031525,              0.0031525,              0.0031525
                     86,                 0.7634,                0.64634,                  1.177,                0.88311,                0.88099,                  0.913,                0.71559,                0.70252,                0.51836,                 1.1516,                0.00307,                0.00307,                0.00307
                     87,                0.75763,                 0.6282,                 1.1706,                0.88355,                0.89328,                0.91611,                0.71484,                0.70264,                0.51426,                   1.15,              0.0029875,              0.0029875,              0.0029875
                     88,                0.75017,                0.61912,                 1.1712,                 0.8864,                0.88373,                0.91697,                0.71451,                0.70652,                0.51984,                 1.1531,               0.002905,               0.002905,               0.002905
                     89,                0.74853,                0.62024,                 1.1678,                0.88814,                0.88139,                0.91873,                0.71335,                0.70929,                0.52174,                  1.158,              0.0028225,              0.0028225,              0.0028225
                     90,                0.73762,                0.61088,                 1.1635,                0.89259,                0.87252,                0.91514,                0.71171,                0.71328,                0.50887,                 1.1611,                0.00274,                0.00274,                0.00274
                     91,                0.74073,                0.61577,                 1.1654,                0.87688,                0.88912,                0.91575,                0.71284,                0.70777,                0.49599,                 1.1593,              0.0026575,              0.0026575,              0.0026575
                     92,                0.73401,                0.61258,                  1.161,                 0.8897,                0.87696,                0.91432,                0.71316,                0.70178,                 0.4951,                 1.1526,               0.002575,               0.002575,               0.002575
                     93,                0.73486,                0.60352,                 1.1627,                0.89233,                0.87333,                0.91417,                 0.7141,                0.70462,                0.48925,                 1.1533,              0.0024925,              0.0024925,              0.0024925
                     94,                0.72874,                0.60022,                 1.1585,                0.89349,                 0.8835,                0.91784,                0.71396,                0.70231,                0.47921,                 1.1493,                0.00241,                0.00241,                0.00241
                     95,                0.71718,                0.58508,                  1.147,                0.89757,                0.87466,                0.91947,                0.71694,                0.70549,                 0.4816,                 1.1562,              0.0023275,              0.0023275,              0.0023275
                     96,                  0.723,                0.58398,                 1.1501,                0.89701,                0.87848,                0.92042,                0.71426,                0.70756,                0.48252,                 1.1585,               0.002245,               0.002245,               0.002245
                     97,                 0.7176,                0.58424,                 1.1467,                0.88139,                0.87963,                0.91714,                0.71405,                 0.7096,                0.48515,                 1.1579,              0.0021625,              0.0021625,              0.0021625
                     98,                 0.7233,                0.58676,                 1.1507,                0.89754,                0.87894,                0.91876,                  0.716,                0.70722,                 0.4893,                 1.1537,                0.00208,                0.00208,                0.00208
                     99,                0.71037,                0.57058,                 1.1406,                0.89166,                0.88131,                0.91717,                0.71581,                0.70693,                0.48857,                 1.1518,              0.0019975,              0.0019975,              0.0019975
                    100,                0.70662,                0.56918,                 1.1409,                0.89026,                0.88663,                 0.9193,                0.71496,                0.71112,                 0.4894,                 1.1551,               0.001915,               0.001915,               0.001915
                    101,                0.70733,                0.56988,                 1.1448,                0.88014,                0.89499,                0.91702,                0.71422,                0.71001,                0.48792,                  1.156,              0.0018325,              0.0018325,              0.0018325
                    102,                0.69903,                0.56321,                 1.1375,                0.88936,                0.89304,                0.91805,                0.71459,                0.70978,                0.49109,                 1.1572,                0.00175,                0.00175,                0.00175
                    103,                 0.7048,                0.57173,                 1.1442,                0.88948,                0.89465,                0.91944,                0.71585,                0.70779,                0.48787,                 1.1559,              0.0016675,              0.0016675,              0.0016675
                    104,                0.69543,                0.55793,                 1.1355,                0.89008,                 0.8901,                0.91639,                0.71422,                0.70574,                0.49266,                 1.1552,               0.001585,               0.001585,               0.001585
                    105,                0.69338,                 0.5525,                 1.1334,                0.88969,                0.88913,                0.91693,                 0.7166,                0.70469,                0.49465,                 1.1545,              0.0015025,              0.0015025,              0.0015025
                    106,                0.68732,                0.54939,                 1.1329,                0.88364,                0.89454,                0.91842,                0.71775,                0.70442,                0.49031,                 1.1545,                0.00142,                0.00142,                0.00142
                    107,                0.68377,                 0.5425,                  1.128,                0.87593,                0.90013,                0.91725,                 0.7178,                0.70292,                 0.4917,                 1.1525,              0.0013375,              0.0013375,              0.0013375
                    108,                0.67711,                0.54134,                 1.1215,                0.87642,                0.90329,                0.91684,                0.71823,                0.70211,                0.49019,                 1.1512,               0.001255,               0.001255,               0.001255
                    109,                0.67876,                0.53805,                 1.1245,                0.88979,                0.88577,                 0.9153,                0.71628,                0.70211,                0.48671,                 1.1522,              0.0011725,              0.0011725,              0.0011725
                    110,                0.67616,                0.54191,                 1.1252,                0.89055,                 0.8859,                0.91676,                0.71699,                0.70357,                0.48719,                 1.1542,                0.00109,                0.00109,                0.00109
                    111,                0.52613,                0.35359,                 1.0434,                  0.881,                0.90099,                0.91879,                0.71908,                0.70154,                0.48679,                 1.1523,              0.0010075,              0.0010075,              0.0010075
                    112,                0.50513,                0.33418,                  1.026,                0.89979,                0.88311,                0.91982,                0.72136,                0.69885,                0.48516,                 1.1507,               0.000925,               0.000925,               0.000925
                    113,                0.49524,                0.32552,                 1.0231,                 0.8971,                0.88153,                0.91818,                0.72045,                0.69609,                 0.4852,                 1.1482,              0.0008425,              0.0008425,              0.0008425
                    114,                0.48819,                0.31964,                  1.016,                0.88822,                0.88526,                0.91682,                0.72029,                0.69448,                0.48519,                 1.1477,                0.00076,                0.00076,                0.00076
                    115,                0.48385,                0.31191,                 1.0097,                0.89056,                0.88526,                0.91994,                0.72146,                0.69276,                0.48421,                 1.1471,              0.0006775,              0.0006775,              0.0006775
                    116,                0.47648,                0.30525,                 1.0055,                0.90266,                  0.872,                0.91848,                0.72177,                0.69195,                0.48394,                 1.1469,               0.000595,               0.000595,               0.000595
                    117,                0.47456,                  0.308,                 1.0083,                0.91017,                0.87167,                0.91889,                0.72143,                0.69061,                0.48364,                 1.1463,              0.0005125,              0.0005125,              0.0005125
                    118,                0.46844,                0.30319,                 0.9989,                0.90998,                0.87122,                0.91965,                 0.7228,                   0.69,                0.48381,                 1.1464,                0.00043,                0.00043,                0.00043
                    119,                0.46246,                0.30042,                0.99744,                0.90856,                0.87194,                0.92019,                0.72357,                0.69087,                0.48432,                 1.1476,              0.0003475,              0.0003475,              0.0003475
                    120,                 0.4592,                0.29585,                0.99507,                0.90753,                0.87341,                0.92029,                0.72441,                0.69023,                 0.4849,                 1.1475,               0.000265,               0.000265,               0.000265
